"ID","LAT","LONG","TYPE","LOCATION"
34,48.2412109375,-122.370704650879,"GRID","Stanwood"
35,48.079532623291,-123.101852416992,"GRID","Sequim"
36,48.1170387268066,-122.760452270508,"GRID","Port Townsend"
37,48.198715209961,-122.125144958496,"GRID","Arlington"
38,48.2553939819336,-121.601516723633,"GRID","Darrington"
39,48.0517616271973,-122.17707824707,"GRID","Marysville"
40,48.0839958190918,-121.968742370605,"GRID","Granite Falls"
41,48.0151023864746,-122.063743591309,"GRID","Lake Stevens"
42,47.9789886474609,-122.202072143555,"GRID","Everett"
43,47.944538116455,-122.304580688477,"GRID","Mukilteo"
44,47.9128799438476,-122.098182678223,"GRID","Snohomish"
45,47.8600997924805,-122.204299926758,"GRID","Mill Creek"
46,47.8106460571289,-122.377349853516,"GRID","Edmonds"
47,47.8209304809571,-122.315132141113,"GRID","Lynnwood"
48,47.7359275817871,-122.646537780762,"GRID","Poulsbo"
49,47.8553810119629,-121.97095489502,"GRID","Monroe"
50,47.7881507873535,-122.308746337891,"GRID","Mountlake Terrace"
51,47.7845420837402,-122.274299621582,"GRID","Brier"
52,47.862606048584,-121.816505432129,"GRID","Sultan"
53,47.7556495666504,-122.341522216797,"GRID","Shoreline"
54,47.7567596435547,-122.280952453613,"GRID","Lake Forest Park"
55,47.7623214721679,-122.205406188965,"GRID","Bothell"
56,47.8567657470703,-121.697059631348,"GRID","Gold Bar"
57,47.7542610168457,-122.163452148438,"GRID","Woodinville"
58,45.1787986755371,-67.2782821655273,"GRID","Calais"
59,47.7423210144043,-121.985679626465,"GRID","Duvall"
60,47.6814918518067,-122.20873260498,"GRID","Kirkland"
61,47.6739921569824,-122.121513366699,"GRID","Redmond"
62,47.5673179626465,-122.63264465332,"GRID","Bremerton"
63,47.6462097167969,-122.217346191406,"GRID","Yarrow Point"
64,47.6317596435546,-122.217903137207,"GRID","Clyde Hill"
65,47.6062126159668,-122.332069396973,"GRID","Seattle"
66,47.6209297180176,-122.22762298584,"GRID","Medina"
67,47.5403785705567,-122.636253356934,"GRID","Port Orchard"
68,47.6417617797851,-122.080406188965,"GRID","Sammamish"
69,47.6103820800781,-122.200675964355,"GRID","Bellevue"
70,47.6478843688964,-121.914009094238,"GRID","Carnation"
71,47.5706520080566,-122.222068786621,"GRID","Mercer Island"
72,44.9061889648438,-66.9899826049805,"GRID","Eastport"
73,47.538990020752,-122.15567779541,"GRID","Newcastle"
74,47.4703788757323,-122.346794128418,"GRID","Burien"
75,47.5301055908203,-122.032615661621,"GRID","Issaquah"
76,47.4828796386718,-122.217063903809,"GRID","Renton"
77,47.473991394043,-122.260955810547,"GRID","Tukwila"
78,47.4537124633789,-122.321792602539,"GRID","SeaTac"
79,47.4362106323242,-122.340675354004,"GRID","Normandy Park"
80,47.5287132263184,-121.825393676758,"GRID","Snoqualmie"
81,47.4017601013183,-122.324295043945,"GRID","Des Moines"
82,47.4956550598145,-121.786781311035,"GRID","North Bend"
83,47.3292617797851,-122.580131530762,"GRID","Gig Harbor"
84,47.2150955200195,-123.100700378418,"GRID","Shelton"
85,47.3809318542481,-122.234840393066,"GRID","Kent"
86,46.9736976623535,-124.156280517578,"GRID","Ocean Shores"
87,47.3223190307617,-122.312629699707,"GRID","Federal Way"
88,47.3481559753417,-122.114837646484,"GRID","Covington"
89,46.9809226989746,-123.889343261719,"GRID","Hoquiam"
90,47.3073234558106,-122.228446960449,"GRID","Auburn"
91,47.2356491088867,-122.550407409668,"GRID","University Place"
92,47.2395401000976,-122.515953063965,"GRID","Fircrest"
93,47.2528800964355,-122.444297790527,"GRID","Tacoma"
94,46.9753761291504,-123.815711975098,"GRID","Aberdeen"
95,47.278995513916,-122.252059936523,"GRID","Algona"
96,47.2645454406738,-122.250122070312,"GRID","Pacific"
97,46.8900947570801,-124.104064941406,"GRID","Westport"
98,47.3087158203125,-122.00316619873,"GRID","Black Diamond"
99,46.9553756713867,-123.773773193359,"GRID","Cosmopolis"
100,47.2481498718262,-122.31290435791,"GRID","Milton"
101,47.2392616271973,-122.357063293457,"GRID","Fife"
102,47.2501029968262,-122.293731689453,"GRID","Edgewood"
103,47.0531463623047,-123.265434265137,"GRID","McCleary"
104,46.9812088012695,-123.602661132812,"GRID","Montesano"
105,47.1698188781738,-122.60262298584,"GRID","Steilacoom"
106,47.0034255981445,-123.408767700195,"GRID","Elma"
107,47.2031555175781,-122.240394592285,"GRID","Sumner"
108,47.1853828430176,-122.292900085449,"GRID","Puyallup"
109,47.0967597961426,-122.631233215332,"GRID","DuPont"
110,47.0378761291504,-122.900688171387,"GRID","Olympia"
111,47.1770439147949,-122.186508178711,"GRID","Bonney Lake"
112,47.2042655944824,-121.991500854492,"GRID","Enumclaw"
113,47.0342559814453,-122.823181152344,"GRID","Lacey"
114,47.0073165893554,-122.909309387207,"GRID","Tumwater"
115,47.1631546020507,-122.026779174805,"GRID","Buckley"
116,44.9342384338379,-68.6453018188477,"GRID","Old Town"
117,47.0978851318359,-122.204284667969,"GRID","Orting"
118,46.9420394897461,-122.60595703125,"GRID","Yelm"
119,46.6864891052246,-123.732940673828,"GRID","Raymond"
120,46.6631507873536,-123.80460357666,"GRID","South Bend"
121,46.856761932373,-122.852912902832,"GRID","Tenino"
122,46.8881492614746,-122.688453674316,"GRID","Rainier"
123,44.7967414855957,-68.7614212036133,"GRID","Brewer"
124,44.8011817932129,-68.7778091430664,"GRID","Bangor"
125,46.8673248291015,-122.266502380371,"GRID","Eatonville"
126,46.7162132263183,-122.954299926758,"GRID","Centralia"
127,46.6620445251464,-122.964019775391,"GRID","Chehalis"
128,44.5434074401855,-68.4194641113281,"GRID","Ellsworth"
129,46.3523216247558,-124.054328918457,"GRID","Long Beach"
130,46.4912185668945,-122.937896728516,"GRID","Winlock"
131,44.4259071350098,-69.0064239501953,"GRID","Belfast"
132,46.1878890991211,-123.831253051758,"GRID","Astoria"
133,46.1651077270508,-123.923759460449,"GRID","Warrenton"
134,44.5520057678223,-69.631706237793,"GRID","Waterville"
135,46.2751121520996,-122.907615661621,"GRID","Castle Rock"
136,45.9931602478027,-123.922637939453,"GRID","Seaside"
137,46.1012229919433,-123.206787109375,"GRID","Clatskanie"
138,46.1467742919922,-122.90843963623,"GRID","Kelso"
139,46.1381645202636,-122.938163757324,"GRID","Longview"
140,45.8917694091797,-123.961532592773,"GRID","Cannon Beach"
141,46.0890045166016,-122.935943603516,"GRID","Rainier"
142,44.3106269836426,-69.7794876098633,"GRID","Augusta"
143,44.1036911010742,-69.1089324951172,"GRID","Rockland"
144,44.2859001159668,-69.7908782958984,"GRID","Hallowell"
145,46.0084457397462,-122.844551086426,"GRID","Kalama"
146,44.2300682067871,-69.7753219604492,"GRID","Gardiner"
147,45.8587226867676,-123.192901611328,"GRID","Vernonia"
148,45.6134376525879,-123.942916870117,"GRID","Rockaway Beach"
149,44.1003532409668,-70.2147750854492,"GRID","Lewiston"
150,44.0978507995605,-70.2311630249023,"GRID","Auburn"
151,45.5226058959961,-123.889305114746,"GRID","Bay City"
152,43.9106407165527,-69.8206024169922,"GRID","Bath"
153,45.4562187194825,-123.844017028809,"GRID","Tillamook"
154,43.6614723205566,-70.2553176879883,"GRID","Portland"
155,43.6414756774902,-70.2408752441406,"GRID","South Portland"
156,43.6770210266113,-70.3711700439453,"GRID","Westbrook"
157,45.0992774963379,-123.394828796387,"GRID","Sheridan"
158,45.078727722168,-123.485939025879,"GRID","Willamina"
159,44.9581604003906,-124.01789855957,"GRID","Lincoln City"
160,43.5009155273437,-70.4428253173828,"GRID","Saco"
161,43.4925842285156,-70.4533843994141,"GRID","Biddeford"
162,44.8084449768067,-124.063171386719,"GRID","Depoe Bay"
163,44.7217788696289,-123.920112609863,"GRID","Siletz"
164,44.6367797851562,-124.053451538086,"GRID","Newport"
165,44.6215095520019,-123.938446044922,"GRID","Toledo"
166,43.3045196533203,-70.9756164550781,"GRID","Rochester"
167,43.2617530822754,-70.8665313720703,"GRID","Somersworth"
168,43.1978645324707,-70.8736724853516,"GRID","Dover"
169,44.4267807006836,-124.068725585937,"GRID","Waldport"
170,44.5401229858399,-123.367599487305,"GRID","Philomath"
171,43.0717582702636,-70.7625579833984,"GRID","Portsmouth"
172,42.9956436157227,-71.4547882080078,"GRID","Manchester"
173,42.8125915527344,-70.8772735595703,"GRID","Newburyport"
174,43.982624053955,-124.099838256836,"GRID","Florence"
175,42.7762031555176,-71.0772857666015,"GRID","Haverhill"
176,42.6159248352051,-70.6619873046875,"GRID","Gloucester"
177,43.8831748962403,-124.115119934082,"GRID","Dunes City"
178,42.7262001037598,-71.1908950805664,"GRID","Methuen"
179,42.70703125,-71.1631164550781,"GRID","Lawrence"
180,42.7653694152832,-71.4675750732422,"GRID","Nashua"
181,42.5584259033203,-70.8800582885742,"GRID","Beverly"
182,42.6334228515625,-71.3161773681641,"GRID","Lowell"
183,42.5195350646973,-70.8967132568359,"GRID","Salem"
184,42.5278739929199,-70.9286651611328,"GRID","Peabody"
185,43.7023391723632,-124.096778869629,"GRID","Reedsport"
186,42.4667663574219,-70.9494934082031,"GRID","Lynn"
187,42.458423614502,-71.0661697387695,"GRID","Melrose"
188,42.4792671203613,-71.1522750854492,"GRID","Woburn"
189,42.4250946044922,-71.0661697387695,"GRID","Malden"
190,42.4084243774414,-71.0119934082031,"GRID","Revere"
191,42.4084243774414,-71.0536651611328,"GRID","Everett"
192,43.5756645202636,-124.175117492676,"GRID","Lakeside"
193,42.4184265136718,-71.1061630249023,"GRID","Medford"
194,42.3917655944824,-71.032829284668,"GRID","Chelsea"
195,42.3875961303711,-71.099494934082,"GRID","Somerville"
196,42.3750953674316,-71.1056060791016,"GRID","Cambridge"
197,42.3584289550781,-71.0597763061523,"GRID","Boston"
198,42.3709259033203,-71.1828231811523,"GRID","Watertown"
199,42.3764839172363,-71.2356033325195,"GRID","Waltham"
200,42.3370361328125,-71.209213256836,"GRID","Newton"
201,42.2528800964355,-71.0022735595703,"GRID","Quincy"
202,43.4065055847167,-124.22428894043,"GRID","North Bend"
203,42.3459243774414,-71.5522918701172,"GRID","Marlborough"
204,43.3665008544922,-124.217887878418,"GRID","Coos Bay"
205,42.0834274291992,-71.0183792114258,"GRID","Brockton"
206,43.1770515441895,-124.187614440918,"GRID","Coquille"
207,43.1190032958985,-124.408447265625,"GRID","Bandon"
208,42.0834274291992,-71.3967208862305,"GRID","Franklin"
209,41.9001007080078,-71.0897674560547,"GRID","Taunton"
210,41.9445381164551,-71.2856063842773,"GRID","Attleboro"
211,43.0648307800293,-124.13899230957,"GRID","Myrtle Point"
212,42.0028800964355,-71.5147857666016,"GRID","Woonsocket"
213,41.8906593322754,-71.3922805786133,"GRID","Central Falls"
214,41.8787078857422,-71.3825531005859,"GRID","Pawtucket"
215,41.8137092590332,-71.3700561523438,"GRID","East Providence"
216,41.8239898681641,-71.4128341674805,"GRID","Providence"
217,41.7798194885254,-71.4372863769531,"GRID","Cranston"
218,41.7014923095703,-71.1550521850586,"GRID","Fall River"
219,41.6362113952637,-70.9342041015625,"GRID","New Bedford"
220,42.745662689209,-124.49732208252,"GRID","Port Orford"
221,41.7000999450684,-71.4161758422852,"GRID","Warwick"
222,41.8026008605957,-71.8859100341797,"GRID","Danielson"
223,41.490104675293,-71.3128280639648,"GRID","Newport"
224,41.6067695617676,-71.9809112548828,"GRID","Jewett City"
225,42.4073333740235,-124.421783447266,"GRID","Gold Beach"
226,41.5242691040039,-72.0759124755859,"GRID","Norwich"
227,41.6612091064453,-72.779541015625,"GRID","New Britain"
228,41.6717681884765,-72.9492721557617,"GRID","Bristol"
229,41.5623207092285,-72.6506423950195,"GRID","Middletown"
230,41.3359298706054,-71.9058990478516,"GRID","Stonington"
231,41.3556594848633,-72.0995178222656,"GRID","New London"
232,41.35009765625,-72.0784072875977,"GRID","Groton"
233,41.538158416748,-72.8070449829102,"GRID","Meriden"
234,41.5581550598145,-73.0514907836914,"GRID","Waterbury"
235,41.4859237670899,-73.0506591796875,"GRID","Naugatuck"
236,42.0526123046875,-124.283988952637,"GRID","Brookings"
237,42.1628952026367,-123.648124694824,"GRID","Cave Junction"
238,41.4139862060547,-73.3034515380859,"GRID","Newtown"
239,41.3081550598144,-72.9281616210938,"GRID","New Haven"
240,41.3462066650391,-73.078987121582,"GRID","Ansonia"
241,41.3206558227539,-73.0889892578125,"GRID","Derby"
242,41.3164863586426,-73.0931625366211,"GRID","Shelton"
243,41.2706565856934,-72.9470520019531,"GRID","West Haven"
244,41.3948135375977,-73.4540023803711,"GRID","Danbury"
245,41.1034278869629,-72.359245300293,"GRID","Greenport"
246,41.3973159790039,-73.617073059082,"GRID","Brewster"
247,41.2281608581543,-72.9914932250977,"GRID","Woodmont"
248,40.9978790283203,-72.2925872802734,"GRID","Sag Harbor"
249,40.9634284973144,-72.1848068237305,"GRID","East Hampton"
250,41.3692665100098,-73.9662475585938,"GRID","Highland Falls"
251,41.1670341491699,-73.204833984375,"GRID","Bridgeport"
252,41.7559471130371,-124.201751708984,"GRID","Crescent City"
253,41.290096282959,-73.92041015625,"GRID","Peekskill"
254,40.8842697143555,-72.3895263671875,"GRID","Southampton"
255,41.262035369873,-73.9381866455078,"GRID","Buchanan"
256,41.2042655944824,-73.7270736694336,"GRID","Mount Kisco"
257,41.1175956726074,-73.4078979492188,"GRID","Norwalk"
258,41.208423614502,-73.8912506103516,"GRID","Croton-on-Hudson"
259,41.2095336914062,-73.9854202270508,"GRID","West Haverstraw"
260,41.1975936889649,-73.9645767211914,"GRID","Haverstraw"
261,41.1628761291504,-73.8615188598633,"GRID","Ossining"
262,41.1456565856934,-73.8237533569336,"GRID","Briarcliff Manor"
263,41.1328735351563,-73.7926406860352,"GRID","Pleasantville"
264,40.9464874267578,-73.0692672729492,"GRID","Port Jefferson"
265,40.8231582641602,-72.6095428466797,"GRID","Quogue"
266,41.0534248352051,-73.5387344360351,"GRID","Stamford"
267,41.1670341491699,-74.0431976318359,"GRID","Pomona"
268,40.8031578063965,-72.6145401000976,"GRID","Westhampton Beach"
269,41.1592636108398,-74.0698699951172,"GRID","Wesley Hills"
270,41.1367645263672,-74.0379180908203,"GRID","New Square"
271,41.1070365905761,-73.9201431274414,"GRID","Upper Nyack"
272,41.0856552124023,-73.8584671020508,"GRID","Sleepy Hollow"
273,40.9034309387207,-73.1578903198242,"GRID","Head of the Harbor"
274,41.0762062072753,-73.8587493896484,"GRID","Tarrytown"
275,41.0906562805176,-73.9179077148438,"GRID","Nyack"
276,41.1545372009277,-74.1929168701172,"GRID","Sloatsburg"
277,41.1359252929688,-74.1184768676758,"GRID","Montebello"
278,41.1212043762207,-74.0670852661133,"GRID","Kaser"
279,40.9039878845215,-73.1978912353516,"GRID","Nissequogue"
280,41.0831565856933,-73.9201431274414,"GRID","South Nyack"
281,41.1131553649902,-74.0437545776367,"GRID","Spring Valley"
282,41.0550956726074,-73.8201370239258,"GRID","Elmsford"
283,41.0192680358887,-73.683464050293,"GRID","Rye Brook"
284,41.0339851379395,-73.7629013061524,"GRID","White Plains"
285,41.0017700195313,-73.6656799316406,"GRID","Port Chester"
286,41.1148147583007,-74.1495895385742,"GRID","Suffern"
287,40.8528785705566,-73.115119934082,"GRID","Lake Grove"
288,41.1009254455566,-74.1162567138672,"GRID","Airmont"
289,41.0389862060547,-73.8651428222656,"GRID","Irvington"
290,41.0842666625976,-74.0556945800781,"GRID","Chestnut Ridge"
291,40.9009284973144,-73.3431777954102,"GRID","Northport"
292,41.0420341491699,-73.9181900024414,"GRID","Piermont"
293,40.8562088012695,-73.1873397827148,"GRID","Village of the Branch"
294,40.9806594848632,-73.6837463378906,"GRID","Rye"
295,41.0051002502441,-73.7845840454102,"GRID","Scarsdale"
296,41.113426208496,-74.2454223632812,"GRID","Ringwood"
297,41.0106582641601,-73.84375,"GRID","Ardsley"
298,41.0145378112793,-73.8726425170898,"GRID","Dobbs Ferry"
299,40.8998184204102,-73.4148483276367,"GRID","Huntington Bay"
300,41.0467643737793,-74.0229110717773,"GRID","Montvale"
301,40.9689903259278,-73.7126312255859,"GRID","Harrison"
302,40.9034309387207,-73.459846496582,"GRID","Lloyd Harbor"
303,41.0584259033203,-74.0984802246094,"GRID","Upper Saddle River"
304,41.0375938415527,-74.0406951904297,"GRID","Park Ridge"
305,40.9945373535157,-73.8787536621094,"GRID","Hastings-on-Hudson"
306,41.057315826416,-74.1409759521484,"GRID","Ramsey"
307,40.757038116455,-72.9392700195312,"GRID","Bellport"
308,41.0064888000488,-73.9490203857422,"GRID","Northvale"
309,40.9106597900391,-73.5620727539062,"GRID","Bayville"
310,40.9487075805664,-73.7326354980469,"GRID","Mamaroneck"
311,41.0106582641601,-73.9912490844727,"GRID","Old Tappan"
312,40.7656593322754,-73.0151062011719,"GRID","Patchogue"
313,40.8042678833008,-73.1689987182617,"GRID","Islandia"
314,41.0414848327637,-74.1290283203125,"GRID","Allendale"
315,40.9981575012207,-73.961799621582,"GRID","Norwood"
316,41.0234260559082,-74.0665283203125,"GRID","Woodcliff Lake"
317,41.0317649841309,-74.1020889282226,"GRID","Saddle River"
318,40.8953781127929,-73.600959777832,"GRID","Lattingtown"
319,40.9503784179688,-73.8273620605469,"GRID","Tuckahoe"
320,41.0025978088379,-74.0404205322266,"GRID","Hillsdale"
321,40.8709297180176,-73.5109558105469,"GRID","Oyster Bay Cove"
322,40.9278793334961,-73.7517929077148,"GRID","Larchmont"
323,40.9837074279785,-73.9798583984375,"GRID","Harrington Park"
324,40.8567695617676,-73.4695663452148,"GRID","Laurel Hollow"
325,40.9912109375,-74.0326385498047,"GRID","Westwood"
326,40.9731597900391,-73.9615173339844,"GRID","Closter"
327,41.0106582641601,-74.117919921875,"GRID","Waldwick"
328,40.938159942627,-73.8320770263672,"GRID","Bronxville"
329,40.9559288024902,-73.9312515258789,"GRID","Alpine"
330,40.9964904785156,-74.1012573242188,"GRID","Ho-Ho-Kus"
331,40.9762077331543,-74.026252746582,"GRID","Emerson"
332,41.0167655944825,-74.205696105957,"GRID","Franklin Lakes"
333,41.0381546020508,-74.2940368652344,"GRID","Wanaque"
334,40.9573173522949,-73.9634704589844,"GRID","Demarest"
335,40.9114875793457,-73.7823638916016,"GRID","New Rochelle"
336,40.9609298706055,-73.9901428222656,"GRID","Haworth"
337,40.9098205566406,-73.8079071044922,"GRID","Pelham"
338,40.931209564209,-73.8987503051758,"GRID","Yonkers"
339,40.9892692565918,-74.1407012939453,"GRID","Midland Park"
340,40.8623199462891,-73.6337432861328,"GRID","Glen Cove"
341,40.91259765625,-73.8370819091797,"GRID","Mount Vernon"
342,40.9414901733398,-73.9592971801758,"GRID","Cresskill"
343,40.9792709350586,-74.1165313720703,"GRID","Ridgewood"
344,40.9587097167969,-74.0368041992188,"GRID","Oradell"
345,41.0131607055664,-74.2643127441406,"GRID","Oakland"
346,40.8387107849121,-73.5651321411133,"GRID","Upper Brookville"
347,40.8953781127929,-73.8070831298828,"GRID","Pelham Manor"
348,40.9406585693359,-73.9968032836914,"GRID","Dumont"
349,40.8489875793457,-73.6448516845703,"GRID","Sea Cliff"
350,40.823989868164,-73.5476303100586,"GRID","Muttontown"
351,41.0053787231445,-74.2907028198242,"GRID","Pompton Lakes"
352,40.9253807067871,-73.9629135131836,"GRID","Tenafly"
353,40.9351005554199,-74.0190200805664,"GRID","New Milford"
354,40.9628791809082,-74.1329193115234,"GRID","Glen Rock"
355,40.8320388793945,-73.604850769043,"GRID","Old Brookville"
356,40.9276008605957,-73.9973602294922,"GRID","Bergenfield"
357,40.9445381164551,-74.0754165649414,"GRID","Paramus"
358,41.0022850036621,-74.3258895874023,"GRID","Bloomingdale"
359,40.8517684936524,-73.7187423706055,"GRID","Sands Point"
360,41.0037078857422,-74.3415374755859,"GRID","Butler"
361,40.813159942627,-73.5673522949219,"GRID","Brookville"
362,40.9939880371094,-74.3034820556641,"GRID","Riverdale"
363,40.9287109375,-74.0398712158203,"GRID","River Edge"
364,40.8448181152343,-73.701789855957,"GRID","Port Washington North"
365,40.8431587219238,-73.7148513793945,"GRID","Manorhaven"
366,41.0017700195313,-74.3670959472656,"GRID","Kinnelon"
367,40.9492683410645,-74.1537551879883,"GRID","Hawthorne"
368,40.8348197937012,-73.6954040527344,"GRID","Baxter Estates"
369,40.9551010131836,-74.1859817504883,"GRID","North Haledon"
370,40.9403800964355,-74.1318054199219,"GRID","Fair Lawn"
371,40.8164901733399,-73.6370697021484,"GRID","Roslyn Harbor"
372,40.7209281921387,-73.2673416137695,"GRID","Brightwaters"
373,40.892879486084,-73.9726409912109,"GRID","Englewood"
374,40.8853797912598,-73.9523620605469,"GRID","Englewood Cliffs"
375,40.9370384216309,-74.1743087768555,"GRID","Prospect Park"
376,40.9356575012207,-74.1862564086914,"GRID","Haledon"
377,40.7887077331543,-73.5995712280273,"GRID","Old Westbury"
378,40.9025993347168,-74.0618057250977,"GRID","Maywood"
379,40.799819946289,-73.6509628295898,"GRID","Roslyn"
380,40.8073196411133,-73.6812438964844,"GRID","Flower Hill"
381,40.7937088012695,-73.6270751953125,"GRID","East Hills"
382,40.8198204040528,-73.7351303100586,"GRID","Kings Point"
383,40.8067703247071,-73.7034606933594,"GRID","Plandome"
384,40.7942695617676,-73.660400390625,"GRID","Roslyn Estates"
385,40.7987098693848,-73.6798553466797,"GRID","Munsey Park"
386,40.885929107666,-74.0434799194336,"GRID","Hackensack"
387,40.9039878845215,-74.1184768676758,"GRID","Elmwood Park"
388,40.9167709350586,-74.1718063354492,"GRID","Paterson"
389,40.7325973510743,-73.4453964233398,"GRID","Farmingdale"
390,40.8762092590332,-74.0298690795898,"GRID","Bogota"
391,40.8006629943848,-73.7284622192383,"GRID","Great Neck"
392,40.8614883422852,-73.9881896972656,"GRID","Leonia"
393,40.6956596374512,-73.3256759643555,"GRID","Babylon"
394,40.7934341430664,-73.7220764160156,"GRID","Kensington"
395,40.8823204040528,-74.0831985473633,"GRID","Lodi"
396,40.7809295654297,-73.676513671875,"GRID","North Hills"
397,40.8509292602539,-73.9701385498047,"GRID","Fort Lee"
398,40.7556610107421,-73.5876312255859,"GRID","Westbury"
399,40.7862129211425,-73.7137451171875,"GRID","Thomaston"
400,40.7867736816406,-73.7265090942383,"GRID","Great Neck Plaza"
401,40.9050979614258,-74.2098693847656,"GRID","Totowa"
402,40.8814888000488,-74.1131973266602,"GRID","Garfield"
403,40.7870445251465,-73.7367935180664,"GRID","Great Neck Estates"
404,40.8570404052734,-74.0215225219727,"GRID","Ridgefield Park"
405,40.9242706298828,-74.3020935058594,"GRID","Lincoln Park"
406,40.7812118530273,-73.7245712280274,"GRID","Russell Gardens"
407,40.848159790039,-73.9976425170898,"GRID","Palisades Park"
408,40.758430480957,-73.6348495483398,"GRID","East Williston"
409,40.7564888000488,-73.6448516845703,"GRID","Williston Park"
410,40.686767578125,-73.3734588623047,"GRID","Lindenhurst"
411,40.8528785705566,-74.0420913696289,"GRID","Little Ferry"
412,40.889820098877,-74.1948699951172,"GRID","West Paterson"
413,40.7706642150879,-73.7176361083984,"GRID","Lake Success"
414,40.8581581115723,-74.080696105957,"GRID","Hasbrouck Heights"
415,40.7492713928223,-73.6406860351562,"GRID","Mineola"
416,40.8270378112793,-73.9756927490234,"GRID","Edgewater"
417,40.8342704772949,-74.0087509155273,"GRID","Ridgefield"
418,40.8412094116211,-74.0451507568359,"GRID","Moonachie"
419,40.8567695617676,-74.1284790039062,"GRID","Passaic"
420,40.8531608581543,-74.1137542724609,"GRID","Wallington"
421,40.8214874267578,-73.9876403808594,"GRID","Cliffside Park"
422,40.8456573486328,-74.0879211425781,"GRID","Wood-Ridge"
423,40.6789894104004,-73.4170684814453,"GRID","Amityville"
424,40.8584289550781,-74.1637573242187,"GRID","Clifton"
425,40.8403778076172,-74.0906982421875,"GRID","Carlstadt"
426,40.7267723083496,-73.6342926025391,"GRID","Garden City"
427,40.6803779602051,-73.4551239013672,"GRID","Massapequa Park"
428,40.8125991821289,-73.9990234375,"GRID","Fairview"
429,40.7351036071777,-73.6879043579102,"GRID","New Hyde Park"
430,40.8339881896973,-74.0970916748047,"GRID","East Rutherford"
431,40.9025993347168,-74.407096862793,"GRID","Boonton"
432,40.864818572998,-74.2582015991211,"GRID","North Caldwell"
433,40.7062110900879,-73.6187438964844,"GRID","Hempstead"
434,40.8264884948731,-74.1068115234375,"GRID","Rutherford"
435,40.7237129211425,-73.7048492431641,"GRID","Floral Park"
436,40.7192726135254,-73.6884613037109,"GRID","Stewart Manor"
437,40.7242736816406,-73.7151336669922,"GRID","Bellerose"
438,40.7920379638672,-74.0037536621094,"GRID","Guttenberg"
439,40.8948173522949,-74.4329223632812,"GRID","Mountain Lakes"
440,40.7142715454101,-73.7001342773438,"GRID","South Floral Park"
441,40.7878799438477,-74.0142974853516,"GRID","West New York"
442,40.9012107849121,-74.5143203735352,"GRID","Rockaway"
443,40.7895393371582,-74.056526184082,"GRID","Secaucus"
444,40.7795448303223,-74.0237579345703,"GRID","Union City"
445,40.9328804016113,-74.6593246459961,"GRID","Hopatcong"
446,40.9259300231933,-74.634880065918,"GRID","Mount Arlington"
447,40.6576042175293,-73.5831832885742,"GRID","Freeport"
448,40.6789932250977,-73.6740112304687,"GRID","Malverne"
449,40.7884292602539,-74.1332015991211,"GRID","North Arlington"
450,40.8053779602051,-74.2037582397461,"GRID","Glen Ridge"
451,40.8245391845703,-74.2845993041992,"GRID","Essex Fells"
452,40.8931579589844,-74.5818252563477,"GRID","Wharton"
453,40.8206596374511,-74.2937622070312,"GRID","Roseland"
454,40.8839874267578,-74.5621032714844,"GRID","Dover"
455,40.6587142944336,-73.641242980957,"GRID","Rockville Centre"
456,40.8759307861328,-74.5423812866211,"GRID","Victory Gardens"
457,40.6642723083496,-73.7084655761719,"GRID","Valley Stream"
