"","wdpapolyID","area_wdpa","country","sub_loc","name","orig_name","desig","desig_eng","desig_type","iucn_cat","marine","rep_m_area","rep_area","status","status_yr","gov_type","mang_auth","int_crit","mang_plan","official","is_point","no_take","no_tk_area","metadata_i","action","ngrids","rcp","beta_sor","fgained","flost","ngained","nlost","nend","nstart"
"13",94,0.465582395501028,"USA","Not Reported","Channel Islands","Channel Islands","UNESCO-MAB Biosphere Reserve","UNESCO-MAB Biosphere Reserve","International","Not Applicable",1,NA,4796.52,"Designated",1976,"Not Reported","Not Reported","Not Reported","Not Reported",1,1,"Not Reported",0,2346,NA,7,85,0.896551724137931,0.0467289719626168,0.149532710280374,5,16,96,107
"14",113,0.016988806246963,"USA","US-ME","Acadia NP ,Mt. Desert Island","Acadia NP ,Mt. Desert Island","National Park","National Park","National","II",1,NA,192.9,"Designated",1919,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.606060606060606,0.314285714285714,0.428571428571429,11,15,31,35
"15",122,0.0185333955764203,"USA","US-LA","Delta Nwr","Delta Nwr","National Wildlife Refuge","National Wildlife Refuge","National","VI",1,NA,197.48,"Designated",1935,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,3,85,0.884955752212389,0.155963302752294,0.0825688073394495,17,9,117,109
"16",123,0.00284908304113475,"USA","US-LA","Breton","Breton","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,30.5295319803,"Designated",1904,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,4,85,0.876288659793814,0.184782608695652,0.0760869565217391,17,7,102,92
"17",131,3.80254458214461,"USA","US-AK","Alaska Maritime","Alaska Maritime","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,2733.4,26440.5374234,"Designated",1980,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,284,85,0.763005780346821,0.0594059405940594,0.346534653465347,12,70,144,202
"18",132,2.33963550136185,"USA","US-AK","Alaska Peninsula","Alaska Peninsula","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,27,85,0.726256983240223,0.1875,0.322916666666667,18,31,83,96
"19",133,0.00390412462246897,"USA","US-TX","Anahuac","Anahuac","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,115.58,"Designated",1963,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.634920634920635,1.15,0,23,0,43,20
"20",136,0.00676218358610571,"USA","US-VA","Back Bay","Back Bay","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,21.55,65.7696121082,"Designated",1938,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0.925373134328358,0.0588235294117647,0.0882352941176471,2,3,33,34
"21",138,0.00089315575879985,"USA","US-VA","Fisherman Island","Fisherman Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,7.07,8.81002003197,"Designated",1969,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,1,85,0.878787878787879,0.121212121212121,0.121212121212121,4,4,33,33
"22",141,0.0506849319278652,"USA","US-AK","Izembek","Izembek","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Government-delegated management","US Fish and Wildlife Service (FWS) delegated to State Department of Natural Resources","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,1,85,0.428571428571429,0.419354838709677,0.612903225806452,13,19,25,31
"23",148,0.000336930644913679,"USA","Not Reported","Thacher Island","Thacher Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0.09,"Designated",1972,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.8,0.2,0.2,5,5,25,25
"24",149,1.26644764935383,"USA","US-AK","Togiak","Togiak","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,1,85,0.479166666666667,0.17741935483871,0.629032258064516,11,39,34,62
"25",153,0.0116116822994005,"USA","US-NY","Gateway","Gateway","National Recreation Area","National Recreation Area","National","II",1,NA,109.188401692,"Designated",1972,"Federal or national ministry or agency","National Park Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,3,85,0.903225806451613,0.133333333333333,0.0666666666666667,4,2,32,30
"26",158,0.00763658593181789,"CAN","CA-NL","Cape St. Mary's","Cape St. Mary's","Ecological Reserve","Ecological Reserve","National","II",1,54,64,"Designated",1964,"Sub-national ministry or agency","Government of Newfoundland and Labrador, Department of Environment and Conservation, Parks and Natural Areas Division","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,1,85,0.6875,0.75,0.0833333333333333,9,1,20,12
"27",175,0.00157949032071727,"CAN","CA-QC","Bonaventure Island and Percé Rock","Île Bonaventure et du Rocher Percé","Refuges d'oiseaux migrateurs","Migratory Bird Sanctuary","National","III",1,8.319,12.9897,"Designated",1919,"Federal or national ministry or agency","Government of Canada, Environment Canada, Canadian Wildlife Service","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,2,85,0.945454545454545,0.115384615384615,0,3,0,29,26
"28",192,17.8531378691322,"USA","US-AK","Yukon Delta","Yukon Delta","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,9263.5,106672.111046,"Designated",1980,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Non-MPA Programmatic Habitat Management Plan",1,NA,"Not Reported",0,2297,NA,8,85,0.448275862068966,0.428571428571429,0.587301587301587,27,37,53,63
"29",193,1.1172588150333,"USA","US-AK","Kodiak","Kodiak","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,26,85,0.8,0.137931034482759,0.241379310344828,12,21,78,87
"30",195,0.0214958104474052,"USA","US-TX","Laguna Atascosa","Laguna Atascosa","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,3,85,0.738255033557047,0.424242424242424,0.166666666666667,28,11,83,66
"31",198,0.00672881754351101,"USA","US-NC","Cedar Island","Cedar Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,68.1896359847,"Designated",1964,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,1,85,0.684210526315789,0.388888888888889,0.277777777777778,7,5,20,18
"32",199,0.00431357197672809,"USA","US-DE","Prime Hook","Prime Hook","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,20.5,41.5167641286,"Designated",1963,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,1,85,0.886075949367089,0.157894736842105,0.0789473684210526,6,3,41,38
"33",200,0.0195879038657795,"USA","US-TX","Brazoria","Brazoria","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,211.327168613,"Designated",1966,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,3,85,0.832369942196532,0.0978260869565217,0.217391304347826,9,20,81,92
"34",201,0.00187202053812971,"USA","US-NC","Pea Island","Pea Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,10.4,18.8057708262,"Designated",1937,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0.861538461538462,0.0571428571428571,0.2,2,7,30,35
"35",202,0.0036791221358147,"USA","US-NC","Mackay Island","Mackay Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,36.5634042209,"Designated",1960,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0.90625,0.09375,0.09375,3,3,32,32
"36",305,0.00189111014110699,"USA","US-LA","Sabine","Sabine","State Managed Conservation Easement","State Managed Conservation Easement","National","V",1,13.716,13.716,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,2,85,0.181818181818182,9,0,27,0,30,3
"37",307,0.015585308787978,"USA","US-CA","Santa Monica Mountains","Santa Monica Mountains","National Recreation Area","National Recreation Area","National","V",1,NA,0,"Designated",1978,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.697674418604651,0.365853658536585,0.268292682926829,15,11,45,41
"38",308,0.000122909511523246,"USA","US-CA","Farallon","Farallon","Wilderness Area","National Wildlife Refuge","National","Ib",1,NA,0,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,2,85,0.786324786324786,0.0441176470588235,0.323529411764706,3,22,49,68
"39",313,0.00400133425904258,"USA","US-MA","Monomoy","Monomoy","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,2.56,37.0652151919,"Designated",1944,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,1,85,0.776119402985075,0.413793103448276,0.103448275862069,12,3,38,29
"40",314,0.00284296804368531,"USA","US-MA","Parker River","Parker River","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,12.55,25.8554055968,"Designated",1941,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0,Inf,NA,9,0,9,0
"41",315,0.000377378893218166,"USA","Not Reported","Oregon Islands","Oregon Islands","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,2.33,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.582278481012658,0.217391304347826,0.5,10,23,33,46
"42",318,0.00752116771946124,"USA","US-VA","Chincoteague","Chincoteague","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,39.9,73.4019951033,"Designated",1943,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,4,85,0.909090909090909,0.0769230769230769,0.102564102564103,3,4,38,39
"43",320,5.31703858316931e-05,"USA","US-WA","Flattery Rocks National Wildlife Refuge","Flattery Rocks Nwr","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,190,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.643478260869565,0.278688524590164,0.39344262295082,17,24,54,61
"44",322,0.000496860980637845,"USA","US-CA","Torrey Pines","Torrey Pines","State Reserve","State Reserve","National","III",1,NA,0,"Designated",1969,"Not Reported","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.846153846153846,0.2,0.12,10,6,54,50
"45",364,0.000780341176041818,"USA","US-ME","Cross Island","Cross Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,6.88371340119,"Designated",1980,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,0,"All",0,2297,NA,2,85,0.75,0.25,0.25,7,7,28,28
"46",365,0.00128942488616832,"USA","Not Reported","Petit Manan","Petit Manan","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,4.85,20.75,"Designated",1973,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.794520547945205,0.222222222222222,0.194444444444444,8,7,37,36
"47",366,0.00665569511347602,"USA","US-ME","Rachel Carson","Rachel Carson","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,11.44,59.3351004634,"Designated",1966,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0.833333333333333,0.129032258064516,0.193548387096774,4,6,29,31
"48",371,0.00122148759318942,"USA","US-NY","Wertheim","Wertheim","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,11.4485744926,"Designated",1947,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0.833333333333333,0.2,0.142857142857143,7,5,37,35
"49",372,0.0967225261739772,"USA","US-NC","Alligator River","Alligator River","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,970.741182898,"Designated",1984,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,1,85,0.813559322033898,0.129032258064516,0.225806451612903,4,7,28,31
"50",375,0.00193182509910622,"USA","US-VA","Wallops Island","Wallops Island","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,12.48,18.8705206289,"Designated",1971,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0.882352941176471,0.0857142857142857,0.142857142857143,3,5,33,35
"51",485,0.00276303754168288,"CAN","CA-NL","Baccalieu Island","Baccalieu Island","Ecological Reserve","Ecological Reserve","National","II",1,18,23,"Designated",1991,"Sub-national ministry or agency","Government of Newfoundland and Labrador, Department of Environment and Conservation, Parks and Natural Areas Division","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,1,85,0.444444444444444,0.909090909090909,0.454545454545455,20,10,32,22
"52",486,0.000670349267009314,"CAN","CA-NL","Funk Island","Funk Island","Ecological Reserve","Ecological Reserve","National","Ia",1,5,5.2,"Designated",1964,"Sub-national ministry or agency","Government of Newfoundland and Labrador, Department of Environment and Conservation, Parks and Natural Areas Division","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,2,85,0.55,0.870967741935484,0.290322580645161,27,9,49,31
"53",497,0.000780320580520931,"CAN","CA-QC","Rochers-aux-Oiseaux","Rochers aux Oiseaux","Refuges d'oiseaux migrateurs","Migratory Bird Sanctuary","National","Ia",1,6.458,6.4943,"Designated",1919,"Federal or national ministry or agency","Government of Canada, Environment Canada, Canadian Wildlife Service","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,1,85,0.52,0.48,0.48,12,12,25,25
"54",524,0.0301461838894715,"CAN","CA-QC","Forillon","Forillon","Parc national du Canada","National Park of Canada","National","II",1,5,217,"Designated",1974,"Federal or national ministry or agency","Government of Canada, Parks Canada Agency","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,3,85,0.786885245901639,0.37037037037037,0.111111111111111,10,3,34,27
"55",526,0.000798551817127068,"CAN","CA-QC","Ile Brion, de l'","Ile Brion, de l'","Ecological Reserve","Ecological Reserve","National","Ia",1,4.92,6.5,"Designated",1988,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,500,NA,2,85,0.666666666666667,0.333333333333333,0.333333333333333,9,9,27,27
"56",548,0.00118213370615092,"CAN","CA-NB","Machias Seal Island","Île Machias Seal","Refuges d'oiseaux migrateurs","Migratory Bird Sanctuary","National","III",1,10.3544,10.4623,"Designated",1944,"Federal or national ministry or agency","Government of Canada, Environment Canada, Canadian Wildlife Service","Not Applicable","Not Reported",1,0,"Not Reported",0,1860,NA,2,85,0.761904761904762,0.238095238095238,0.238095238095238,10,10,42,42
"57",586,0.000313536874849911,"USA","US-MS","Gulf Island","Gulf Island","National Seashore","National Seashore","National","II",1,NA,0,"Designated",1971,"Federal or national ministry or agency","National Park Service (NPS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.742857142857143,0.257142857142857,0.257142857142857,18,18,70,70
"58",588,0.00462871420779712,"USA","US-AL","Bon Secour","Bon Secour","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,0.809,49.3717245705,"Designated",1980,"Federal or national ministry or agency","U.S. Fish and Wildlife Service","Not Applicable","Site-Specific Management Plan",1,NA,"Not Reported",0,2297,NA,2,85,0.838095238095238,0.161904761904762,0.161904761904762,17,17,105,105
"59",596,0.00142824178246068,"USA","US-CA","Salt Point","Salt Point","State Park","State Park","National","II",1,NA,23.01,"Designated",1969,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.618181818181818,0.266666666666667,0.433333333333333,8,13,25,30
"60",597,0.000970543945975907,"USA","US-CA","Van Damme","Van Damme","Underwater Park","Underwater Park","National","II",1,NA,0,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.707070707070707,0.28,0.3,14,15,49,50
"61",598,0.000841220938084902,"USA","US-DE","Cape Henlopen","Cape Henlopen","State Park","State Park","National","V",1,NA,15.25,"Designated",1964,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.886075949367089,0.157894736842105,0.0789473684210526,6,3,41,38
"62",599,0.00133031498159882,"USA","US-DE","Delaware Seashore","Delaware Seashore","State Park","State Park","National","V",1,NA,7.96,"Designated",1965,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.772727272727273,0.285714285714286,0.19047619047619,6,4,23,21
"63",601,0.000758321863299995,"USA","US-NJ","Barnegat Lighthouse","Barnegat Lighthouse","State Park","State Park","National","III",1,NA,0,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.744186046511628,0.421052631578947,0.157894736842105,8,3,24,19
"64",602,0.00075513748583977,"USA","US-OR","Humbug Mountain Sp","Humbug Mountain Sp","State Park","State Park","National","Not Reported",1,NA,0,"Designated",NA,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.529411764705882,0.5625,0.4375,9,7,18,16
"65",605,0.000690714494190312,"USA","US-TX","Galveston Island","Galveston Island","State Park","State Park","National","Ia",1,NA,7.86,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.8,0.140845070422535,0.23943661971831,10,17,64,71
"66",606,0.00444597656602354,"USA","US-TX","Mustang Island Sp","Mustang Island Sp","State Park","State Park","National","Not Reported",1,NA,16.83,"Designated",1964,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.753846153846154,0.265625,0.234375,17,15,66,64
"67",607,0.0066435451775038,"USA","US-TX","Sea Rim","Sea Rim","State Park","State Park","National","V",1,NA,61.15,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,2,85,0.902654867256637,0.148148148148148,0.0555555555555556,8,3,59,54
"68",626,0.00123862650791269,"CAN","CA-QC","Ile Bonaventure et du Rocher Perce","Île Bonaventure et du Rocher Percé","Provincial Park","Parc québécois (de conservation)","National","III",1,1.1,5.8,"Designated",1984,"Federal or national ministry or agency","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,500,NA,2,85,0.945454545454545,0.115384615384615,0,3,0,29,26
"69",836,0.103849334300012,"USA","Not Reported","Izembek","Izembek","Wilderness","Wilderness","National","Ib",1,NA,1214.06,"Designated",1980,"Not Reported","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.428571428571429,0.419354838709677,0.612903225806452,13,19,25,31
"70",838,2.23997438683996e-06,"USA","US-TX","Matagorda Island Nwr","Matagorda Island Nwr","National Wildlife Refuge","National Wildlife Refuge","National","VI",1,NA,0,"Designated",NA,"Federal or national ministry or agency","US Fish and Wildlife Service (FWS)","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.8,0.153846153846154,0.230769230769231,12,18,72,78
"71",839,0.000169016168635709,"USA","US-NY","Amagansett","Amagansett","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.869565217391304,0.0833333333333333,0.166666666666667,3,6,33,36
"72",840,7.82378209744018e-05,"USA","Not Reported","Elizabeth A. Morton","Elizabeth A. Morton","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.90625,0.0606060606060606,0.121212121212121,2,4,31,33
"73",841,0.000278026551422335,"USA","US-NY","Conscience Point","Conscience Point","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,0,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,NA,"Not Reported",0,756,NA,1,85,0.90625,0.0606060606060606,0.121212121212121,2,4,31,33
"74",911,0.00515919204259433,"USA","US-NJ","Barnegat","Barnegat","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,36,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.911764705882353,0.15625,0.03125,5,1,36,32
"75",912,0.00903860086600592,"USA","US-NJ","Brigantine","Brigantine","National Wildlife Refuge","National Wildlife Refuge","National","IV",1,NA,85,"Designated",NA,"Not Reported","Not Reported","Not Applicable","Not Reported",1,0,"Not Reported",0,756,NA,1,85,0.918918918918919,0.0810810810810811,0.0810810810810811,3,3,37,37
"76",917,0.000613890145191868,"USA","US-AK","Sunny Cove","Sunny Cove","State Marine Park","State Marine Park","National","V",1,NA,0,"Designated",NA,"Sub-national ministry or agency","State Department of Natural Resources","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,1,85,0.619047619047619,0.403225806451613,0.370967741935484,25,23,64,62
"77",918,0.00096083821202425,"USA","US-AK","Driftwood Bay","Driftwood Bay","State Marine Park","State Marine Park","National","V",1,NA,0,"Designated",NA,"Sub-national ministry or agency","State Department of Natural Resources","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,2,85,0.624113475177305,0.46969696969697,0.333333333333333,31,22,75,66
"78",919,0.000363834560447204,"USA","US-AK","Sandspit Point","Sandspit Point","State Marine Park","State Marine Park","National","V",1,NA,0,"Designated",NA,"Sub-national ministry or agency","State Department of Natural Resources","Not Applicable","Not Reported",1,NA,"Not Reported",0,788,NA,1,85,0.619047619047619,0.403225806451613,0.370967741935484,25,23,64,62
